subject,label,comment,type,homepage,country
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer16/Producer16,"complicator","bicolor declensions profiteering nutritional trusteeship vaquero aiglets retrials defence delegant atomizing civvies reassortment unsnaps herbarium elicits hydras archonships scrawly saveable repeopled railroaded monocrat slumlord",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer16.com/,http://downlode.org/rdf/iso-3166/countries#FR
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer22/Producer22,"vestibular unshakable","cretins undersheriff infuriated trivet filially electrotherapy abolishers ageings anthropologists modistes himalayas regnancy shylocks platter volante synfuel peiping poltroons woodblock mismeeting prospected bitumens caches occupiers nazifies narcolepsies obstructionists treatment inferrers berceuses schnaps meterological blabbermouth buckeroos interlining driftpins disavows crates swaggerer melodeons repleteness heralded miseducation perfunctoriness matador traits penes luggers saucier",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer22.com/,http://downlode.org/rdf/iso-3166/countries#DE
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer15/Producer15,"whips","hawkshaws diatribes birretta fetterers besieger iteration canalize haziness encrypted trines steersmen infracted reencounters colas maligners prescribing phalaropes saluting dilutor antipoles colluded bowerlike contracted",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer15.com/,http://downlode.org/rdf/iso-3166/countries#US
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,"assignat disrobe","collaterals noctambulist maskable roisters eruptional habitude restocks counseling sees cabooses biggies wherefor vealy shogun slathers aright strayer detecters jardinieres pronate termagants sinicize pressurizes indestructibly cuspidor fantasts capped distrustful lowermost bhang copulate farthermost boysenberry lumberyards",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer8.com/,http://downlode.org/rdf/iso-3166/countries#GB
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer21/Producer21,"nondenominational","hogfish hefters spawns edger facia disassembling training ensky wisest transiently blotters confiding lignifying flivvers measuring ormolu timely informants crossly shaly granularly overreachers toping larruper arising presoaks oles wedgie semiurban divans hypnoses abashments brassica angelical caladiums sumacs fourpenny crackling scop rusts silhouetted assemblywomen undertones",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer21.com/,http://downlode.org/rdf/iso-3166/countries#FR
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer14/Producer14,"baptismally","henhouse operably radiotelemetry washbowls halidom wingers casketing endangerments saucily notified postilions spavins flagellation ballute juggling pastured shingled sagas boner docked wots dozed administrating corkscrews delineative succoring pollards thwacker riptide hooker",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer14.com/,http://downlode.org/rdf/iso-3166/countries#US
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer7/Producer7,"stript","thatching hothouses foists puerility forint undercover firebreaks deficiencies draper strippers unambitious predacity standup campo membranes sourdoughs recombines illegalities eloper bouzoukia hematological senecas simplemindedly vendable millisecond pinching disaffects preconcealed disgruntled ageings capitalistic rotogravures graining hawking requestor geomancies reconcentrates easters orifices annihilator enhancing thersitical tachycardia subsonic agglutinated barkentines solitudes entre",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer7.com/,http://downlode.org/rdf/iso-3166/countries#US
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer20/Producer20,"vizirs shipwright hairstreak","occultly intermingles untucked shope lawny decompressed biliousness outpatients meanest relying inversions offended menaces phenolics campo jabbingly subnormal drypoints positional remanufactured sortably apish populations pallor flexures jinni vindictiveness grosses honestly inverses mummied snarliest bouses stammeringly seatwork unconstitutionally crenel unprincipled fascias caballero sensualistic eyelashes suppliant",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer20.com/,http://downlode.org/rdf/iso-3166/countries#GB
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer13/Producer13,"ethicists crusted upswollen","uncurls qualmy anthologize carnauba dishonesty foreordained ecol baronets seethingly cavy bunkoed praxes cankerworms berobed cautery clouded hushes syllabification correlations afros overstimulates quae dietitians poppied etherify hymning incomputably insulars erectilities refracting shoveler kidnapers unpolitical knowing imperium thaws craziest hammed apollos nannie vans spoilsport phocomeli bodiless exordium mobbers groundlessness satirists",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer13.com/,http://downlode.org/rdf/iso-3166/countries#FR
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer3/Producer3,"suckled flintlocks","cosmonaut channels patness negligibly questionability wolfer metatheses tufty keyman disorganizers deskman offs barged necrophilic basses expropriations skiddooing yester outrunning geometers causality scornfully shamois beetled subbreeds franchisees",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer3.com/,http://downlode.org/rdf/iso-3166/countries#KR
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer6/Producer6,"cashmeres prearranges","hunches judgeships engram bocci clotured neuters repined inhumanities flavoured beauts semidependence fruiterers pushily inheritably discounters pallidly opportunists glamorize buggered scups dialyse heartsore maladroitness",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer6.com/,http://downlode.org/rdf/iso-3166/countries#US
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer19/Producer19,"stripped partings townships","motormen bullrings incurrable wished cupids backseats bleeped cohabits upsilons robing pavers radiosondes disputes amenities deaneries altimeters compiling counterclaim compensates creasers audiologist cervical kidded seatmates grandads speculations",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/Producer,http://www.Producer19.com/,http://downlode.org/rdf/iso-3166/countries#GB
