subject,label,comment,type,producer,productFeature,productPropertyTextual1,productPropertyTextual2,productPropertyTextual3,productPropertyTextual4,productPropertyTextual5,productPropertyNumeric1,productPropertyNumeric2,productPropertyNumeric3,productPropertyNumeric4,productPropertyNumeric5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product351,"veins","truncheon sweetings putsches boys erecters cavilers boys zanier shyness longes hygieists vesicle hammerers cosmopolitanism rayless flattish salarying skiffs overfurnishing jaybirds amasses enveloping enormously vultures vanillic quits esp peritoneum lewdly augurs caudally newsies eliminant leaper premeditated misinstructions yelps gearcase teetering fats outpourings unsusceptible enviers oversize knacker syndical imbrication waterworks cooled gingersnaps purity weekender pushy assailer atypically patrolwoman polytheists aviarists delimitating hyperopic manicurist holmiums crockeries weakener limbers douche sophs supineness moulds heeltaps bucktail spasmodical disablement possets unstrapped smothers thereuntil consummations chunking footholds misclassifies quarrying arcanum aahed deviational accompaniments thane doorless retorter mealtimes ecocide belike rechartered lawyeress irregulars swamper liveliest coiners rued doses sublets pulsejets roving signalize jokester cenacles candours momentums unleashes snarers wooer smelliest standbys intrepidly",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature73,"oxygenation fouler latchkeys reaccede perpetualness hominidae chivied","institutors infractor balefully scummiest prearming spicule eraser fluted","mag indicators reconcentrating brewages ferrites swellheads turgidly immigrated shellacking cheeks crenelated nacreous",,,"547","787","814",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product506,"penpoints roto penknife","menisci mooring riflery superannuity bodyguards pitiably stimulatives multilateral nocturns posteriors slatings cancans calefacient berceuse spotlessly spiffier hereinto wheals auroral waiters potentially antienvironmentalist rewardingly reassorting incorporations receives commencement immoderateness echoisms nucleoprotein calli incunabulum intravenously curvier irreducibly magyar invadable sufficed premised ergosterol coldest stylate knifings recites mockingbirds polyps seismographers paunchiness cackling waterers displeases obtruders intercepted louie oohing nebraskan dislocation misalphabetizes atavisms topsail millstream frauleins seclusive schooled beekeepers shortened harboured genitors douches",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature36,"vertiginous entrust embroiderer upbraider hornless","disorganizers gynecologists convertor piffled isolating ladylove serenading doggie ultimatums","publishable clenches bleeps popularizes deeply ascertains",,,"649","647","496",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product352,"fascial","gruesomeness solvation circularly curviness masturbators formalizing traction scones prest overflowing sedatives pours bishoprics overpraises ladened loins coking expediently reshooting analogies cultivates thumbprint sidled disjuncts prospectors riffling scanner quintillionths translating sextan lechered disadvantaged bioscopes terrors villainously humphs vintagers activations loo hempweed elementarily goop surliest colophons dialyse dinners brawls frauen flubs restatements remelted operations climaxed bdrm yowed potentiometric facilitates stratifications griddles photosensitized former theatrically crampons overwealthy giantesses biogeography sanitaries denicotinizes quixotically profiteering detoxicator mazy flay favoritism versine siding rounder marbler daggers squigglier lineament enciphers brandished underminer",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature34,"insists romanesque spiraeas toppling hurting bloodying roc voicelessness postconvalescent cantraps isostasy turbulently logicized","atonies motivating frumpy unassigned boaters pictures","armatures gryphons motorist packsacks hospitably regearing scallops",,,"695","362","314",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product507,"clodpole","poachy heister affections bloodier publics disarray stuccoing widish counterpointed commiserated stockpot pretexts hornbook undesirable variegation squawker sniveled wantonness hankerer redepositing travailed bewitching radiantly photosensitization forenamed smeltery sharifs alkalizing beadier resistance bastardized demander heartens shins flints goatskins duplications anodyne nonworkers anaesthetist townish cruelties skates photosensitizing buoyances voiced adequacies clubman proprietorships disciplinarians tented waists shellacker enthronements humidors swayable vertigoes handwriting winging remeasures whisks monoplane privater restate resemblance recesses versemen checkerboards vents guarani furrows behaving washbasins baking curiosities besieging oarsmen gunpapers peyotl deviation juicier appearers palling dottels grittier neurosurgery punned renege hubbubs urbaner",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature54,"pesticidal censoriously resumes ropeways nescients","campo organizational positing pinocchio paranormally hydromassage millable relearns gapping unenterprising ranked sharesmen mirkest unappreciative","soughs snubbiest db winterkill waterproofed hulloaing","uncolored micromanipulators affordable boned meteors djin grazer vatic abacuses","gillie unhatted tricorns delineating bowfins epaulets disenchanted disharmonious twigged","1749","364","294","550","1998"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product353,"foxed choreas","virological scouted palmed lusted normans auburns syndical demons archaist preglacial muds tules proffering samsaras witless compensated benthos shote nonliterary hopheads piccalillis overelaborates filling solenoidal proclerical garnishes hypersonic acuteness underbidder superlatives paddocking dictatorially biotins jaywalk soling materialization bakeshop accelerators realizable phylactery creasy masscult miscarries dotters luggies colliers striving banzai horselaugh opportunely pinchbugs papyral ricksha simplifiers disaster widders emulsified babylonians dammers equalizer microfilm glim stretchable yokemates preferability arriver fossa yielded",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature21,"heathenism wagering whammy harpooned enfeoffed imparter backwardly lynched sermons gowned cocainize eyelets foraging","hackly narked shadings demonized indefeasibly ens deliquesces misogynists impinges commemorating snatcher","disreputable peregrinations bulges insanest habituation foresters swarmed pinnas","kirtle footages symbiotically ordinaries lamely benumbedness spiralling whoreson lesbianism","demasculinized flawlessness texturing petro resignedly gamester gourdes corrected titleholder tweakiest refinance concords regurgitant","1044","731","1277","1558","768"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product508,"dirk professionalize","eroticizing idly homoerotism esteeming rationing flamming thornbush cinematheque revarnished squadroned leprose chammies medullas impenetrableness retransmit ceiler scouts cypruses ladrone aerobe inters grandmothers chiming brassards nonmystical telegraphist streptococci extremities crabbiest vowelize fleetest jumpiest addling manually keepable lilts arf blousiest oilcans pupa tarn foreknows nostrils liquids undies unapologetically gonadectomies intimidating enfilade juxtaposing demos uneconomic dought furriners rehydration craggiest girting goalless escaping absorbents secreting constituency snazzier tzarism songsters seamer inflates",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature18,"frostily disowns interrelation","halides recombined equalise instal taurine coagulant knits expandible fiberize directing northerns loofa","gravelly chemosensitive ripens saree hobnobbing",,,"491","796","1400",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product354,"malamutes remolades","refiltered vers gunnies heraldists immaculateness spadixes taxonomical oxymoron contraindicated attachable penguins murkier evangelistically rockier attentively unbuckling nitrators severalized trefoils kilns pronators appalls disadvantageousness scirocco hashhead antilles noted bulwarked prepackaging normalacy selvaged buckbean dike recapitalize flivver ferryman squinters hoofmarks eucalyptuses frogeyed verification dawdled interbranch antedates gangsters murderee gaoling disfranchisement foretokened remissly guttersnipe malthusian revivified backfire abates sexist sensiblest muscularity aphoristic encloses palatines tasksetter cypresses fairing angularities reversals assuages erotized prover righteously ringer snottiest catnaper weirdie mistreating littler cesareans harrying internationalism dissidents keysets substituting cannonaded dotiest midwifes functionality weddings recompiling phones maintaining deceiver ungentlemanly contused roomily facula penally exploitations traducement libellous sinewing camelias bitchily misappropriate citizens borons gamesmanship intimacies backyards nothings breechcloths playfully prepayments buckeyes voider proclivities supersedes weakens hairpins deaconesses attachable crosses miniscule",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature51,"palatal collectable coccyges","decliner darts knockdowns reddened migrants","yugoslavian hairspray bast gages stubbiness minicars crazing froggy hallucinoses pansophies outraced wears reference straightener gabbiness","proprietress quadricentennials presell delightedly nasalities wizens lacewings intoxications lowliness conversational rauwolfia","otolaryngologist newborns susurration unfunny delivering timothies thrashing swanked","1","681","1824","376","1202"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product509,"huzzaing misting honchos","stoics flooring fizzer pejoratives radiuses waker deviates spays cards walkouts mannered parasitizes pilfers anteposition coitional cymes hipparchs blazes japanize callets driftpins depending ententes robustly lairs tersest redry insuperably humanist persistently headstalls pulverize sambaing injustices acquiesces reimpose envelopments janes tutelary rednesses impressionis shopboy graphologists enrolment dugouts safflower halfheartedly laying antiquers inadmissable shrillest cockup unchastened broadcasting nighed deists dialog ottomans snowballed marshalcies incriminates precognitive unapplicable logicize mikado underdressed gainsay retrials heterotic preconceives fringelike oeuvre misdeliveries lullabying bandwidths shiatsu perilled briefless dozes dialog consents travelogues demos nybble yoghs dites lyricist hebraism piasters flexions openhandedly outgassed lumberjacks autodidactic nymphomaniacs reinterrogates autographic renting annihilator fanaticize blabbing mislain plaids spins soporifics cine sportsmanlike urbanization glossies macadamizes spars exclaves gatepost cahoots reprieval inherence noticeably reoccupation tensest abridger sorrels potpourris endleaves perpetuator loyalness repented kuchens hiragana cumber screamed hilled erectors riderships exuberantly hawkmoth registrability perfunctorily defrayed",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature43,"hygienics unjudicially revamping ventures rationalistically hammertoe seized shoaled pimentos chasubles mistypes footrest subclinically panders","funding resonating unships misquote jetted unfixes fracas reinforcements doeth prolonging inshrined","lucence dominants proselytism jarred dourest wavey reprised visored sudsier tinily rucked appealed vivisects",,,"869","175","563",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product355,"bulkage infuriated inundation","rockaways coequally lisper lyricists overdrink brainwashed dubbing salesclerks spraddle coveting distasteful cunner suddenly disconcerting homiletics artist occasions digs psychotically loosens memorialist monosexualities transplanted coned nosology pseudoprofessional verdancies analyzes legitimately massages bowdlerism pierced glyptics pizzazz pities pseudohistoric corruptions tampered barbecues amiable cuckoos reconnoiters burgs periodical es mosques junto autobiographer oppressed alack lashings bestialities fluxes expensively intersessions triadic chastising steamier equating stript places coempt vestings nutritionists chucks detectably guises posteriority licenses magistrature satori telephones overreacted chirping revamps overdraw refinanced wheezers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature21,"expressively convergency fished drownded systolic medulla universalize cardinalate sporters mysticly microtomy amercing uncoils skillets","posttraumatic whumped talebearing revenues murkiness purging impediments pericardial minxish westernizes wishfully javas wetness","lifeguards frenum pronounces adumbrate swindled embrasures sluiced hiccups eyestones misidentification bestride durables gleanable uninvited oxidatively",,,"450","1144","1144",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product356,"phys confecting","breading orthodontics proudest dissembles skirts shoveler unquoted contradictions tamarisk mechanizer coupled joking thrummers realize nineteenths inherited fontina rikshas pudgier boondoggles mopishly nighttimes vaunted interspersion yeomen trekking vivifies requiem equalise plutocracy fey coffeehouses piers tabooed trimness cleverest monarchs seasoning cassias constrains hootenannies pigsties wabbly whirling tallyhoing exec stupidly legates motleyest tellers stages misgive serried greaved shipmates plutocrat polities babylonia isometry vermouths aberrants webby odorously",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature34,"arteriography latened stretched undines medicaid pesthole vicegerency tournaments thoroughly lionized prayers","stereoscope estrogenicity rehear punner swigger","joists trappings macular digester pelagic steppes","unproportionate processionals quintal dishcloths monorail kyrie elegised unneeded jarred ensured locoism friableness discolored","plater languishers testier quarters theocracies shouter whelped overleaped steadies","991","1058","359","1981","1027"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product357,"stars pricer","inflates dissented dinted nitrifying stratification renotified seamanly cambia guests vulturous mateys memorization paella enquires seacoasts reimburseable ratchet perfected snorter apoplectic selfing bobber bushwack venezuelan nankeens perfidiously battlefields documentable earless actively elands obstinateness probations severable thirties dwarfish overcompensate menstruations crookery semipolitical whispering muskrats catbirds deltic lurked obverts nolle ligated bishoped greyed misdeal inexcusableness flushness constrainment cracknel reaccuses icecaps hemispherical mathematically invests shipbuilders newsworthy incisor impotently repopulation dishonorably coldest colleges overprice mixer fixating fagoting honking somnambulator mortalities narrowly lathy livelier onionskin pitched bated hydrothermally calligraphers valets carriers bandmaster woolens kamaainas weightlessness unlawful dinkies clashing bystreets unventilated crayons uroscopic rehung housewarming spearmints outargued latitudinarian millionths degenerative obstructer bigly grounding houses uncoupled metroliner decahedrons nervosity marauding reproachingly swiggers pylorouses palomino affixal remora unresistant scapulas monorail friendships revalued rubied sparks rebukes subclause upcoiling crossbreeds unsanctified tartrated disbandment cations eyelashes mosks washer",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature73,"waif pliability gagmen perforators whitewashes semicrystalline overdressing crocheted anticipations isolationism","quoit diethylamide understood fittingly plasmatic monosyllables pekoe uncoupling incognito nerves rekindling escargots domineers","inebriation skulker galoshes dipsomaniacal","apolitically soakers musingly budgie descriers",,"184","1056","1424","825",
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product358,"telecasters","virology envelopments sandals jowled posters injector obtaining malathion lysins jellyfishes maidenheads gunrunning dictaphone overdrank apportioned bombing sterilizing requisitioning lacunar brightest stackers witlessness crystalloid befalls husking dinkies matchbox midribs outbid recuperates caped pneuma planets behoove mirths retaining crosstown placated shelffuls modems neighbors lockboxes cajoling tidiness enamels disclamation idealism larvas bodkin unaffected ignoramuses railed planaria fusileers astounding cinquains daces loopier snoods recolonization epilogs narrative troweler conquers pillaring erythema lowish preharden reneged fictitiously valedictorians richest philandered levelled intreating nothings succulent scabs furless biblically targeting wrestler actives expenditures coercions depraves parsleys yogee tomes marginate abscission returned guiltlessly bailment drowns kilometer fleshings rejoices ichthyism misanthropes thymey gnomons bananas spiring hypoxemic costlier predetermined prewarned compounders christmastide schemed penniless parties folding detecters nibblers raying congests disabusing segmented unreported unsent graphically trueness severeness logrolling jiggles inconsumable yenning biogeographic rumbaing duennas jingoist footmark ulcered packable aardvarks doorjambs savours obligation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature68,"weakfish reselling appeased instituted gobbles","sterilizes seasoner harems wickedness heterogenous grouper trussed endomorph disincorporated prickled fingerboard","womankind popper rimes poppas underpinning sheets trichiniasis","kinkily rapports chanciest tureens whippersnappers amplifiers warriors","herbicides twinier invidiousness","119","251","120","309","146"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product359,"contradiction","thanksgivings manhandling sterns tarnishes madres snouting subjectively lido spasmodical disembark machiavellian herdman abolishes summa nicer stereoscopic sirup supinated premeditatedness uncrate supporter recrate birthed hours tenderizers nauseants behaviors abyssal appropriated concreteness fluted belaboured advocated ascender shintoist hutched cartomancies rugging rephrased albino waisting faithing fellatrice perspiry defloration obtuseness fiddler massiness tailbone chitties reinvented unhorsed iterated unsubstantially manhunt braking enlistee gussies glinted immersed semiclassical mizzen pinholes northeaster melanisms amour fingertips glooms radiosensitive predeceasing alarming badged tonics coaling rosemaries hippish overhanging stabling vacationed prussians counterpointing musher verbalizing neckerchiefs shrinker minicar toneless untangled pseudohistorical graving objurgating mocker haywire hallowing sidesteps risers bhaktis reascents marbleizes confiscations dolour toothpastes buckaroos rhodesian abates thole karmic commy inweaves hookworms housefuls reseeding maceraters vaporization zygotic birretta croakily",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature51,"turnbuckle noncommunicative inhabitability unsecluded ensconcing disapprovals bronzes gyve reproducer unwanted","tramplers ammonite metricizes","nutations swigs coziness kelpie cardiologic bulldozers reprobates quainter weest unentertaining poisoning","mandalas foreleg sittings worthiest esthetics monseigneur rediscovered pierces hominized dishonoring","woeness novices canzonas freely aeronauts vampers blinking detacher witching tastiness baller","142","760","1259","223","384"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product510,"alternated charities","outboasting lamebrain flyweights catapults edibles safaris foots spearheads vacuities rumbaing carloads cageling banqueted literals outsized ginkgoes rapeseeds hobbledehoys interviewing fosterling iguana kebobs melodizes materialities cantons gainsayers pekinese slenderize slowly subphyla theosophists zeppelins miscognizant aureolas shininess monoliths subchiefs moisturizing failings sizy blessedly harkeners hardstands meerschaum multifariousness jokester queenlier hackles erecting vaccinial reunites boorishly reassimilation hailed nonintersecting crassly pinning eductor leasing succulency allelic jimmied finials spaceflights unprimed fumy rashes intitling inhumanities contrived outlook uniting kirkman punctuates catcalling secretaries lofting gloamings pseudoscholarly infantries noir despoilment merest foldable bolding erotizing cashed mesmerizers marsupials sweltrier stunts paced reliableness sorest lanyard tymbal maturity dictating useless torrents girdler acquiescing winey sheriffalty sexualized tazze bootblack poisers ophidian schleps mnemonically redressed dozenth opalescing",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature21,"lullabying exclaimed overprints ordains femurs","fosterers autostradas launderer warwork genuflection twattle chads xenia tartrated disallowances","annexion wreathy irked glissaded carnies deathbeds gimels rangers semisatirically accepted refining befuddler terminologies bangs",,,"189","853","1180",,"1282"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product511,"reframe boosted metropolitanized","proroguing outcastes sixpenny tokays sinkholes uncrystallized prized sniggering assuasive subcutaneously swinger osteologically retractions lawfully sloper snowcap cowfish sorter unverifiable cystic imperfectly emblazons contains uncherished foggers grudgers nonspeaking segued abstruser suspensive begets hustler plosions coasted salvers frequencies lawyerly machina teawares ostler seltzers prechills flatwares enriches dizzying transformed insusceptibilities foretold warranties reconcentrating conjunctive smoothers uncomprehendingly demonizing claybanks calisthenics overindulging makable supes disrobers biohazard sophisticatedly friaries ensphered kryptons endued chatelaines centrifugalize topsoils dogteeth trustwoman expedited horridness transmogrifying bonesetter doodled plumier fuzziness kitchens kabbala indication obligatorily ley tumultus hebraizes dachas shinning retie fluxing stepladders swerver fraternalism knottier chiaroscuro brambled cotyledonous fadeaways dehydrator controllability tantalums streamer hodads maqui",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature38,"gives indicator unhappiness temperateness drongos tuneup tenfolds supersaturating pokers earwigging curvatures","moujik lutist stravinsky psychoanalyzed banished weakish shaves","deux torsos cosmogonist relied splashily simp heisting nicknaming amphibians guttersnipes squarest snippers dialyze","minuends minacity remnants oldstyles misconstrued inclemency neutralizations","outcries rewarder traceably misunderstandingly belfries browsers silts steepers martials reschedules","187","1531","448","839","857"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product512,"dominating sandburrs","sorbet drawler picklock probatively spins thru mayflowers tympana solvation issei overhauls obscenity toughens psychosocial spacer attempting motortruck tetchier puggy ululated inopportunely nebulize superannuity plotters seniorities depriver choleric anticly softness garners turnstile discoloring devilling wastrels grimacers exonerated putterers collateralizing victimized classics kryptons exegeses specifying perjuriously midribs tailored towhees commissars bargained madonnas specked fewer",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature38,"oxyhydrogen dualizes ethologists cobras photonic nepotistical untasted landmarks","sciaticas trimonthly impoverishment bullnoses deems spurs cajolement functionaries dispersement","morph costiveness olympians dreading thicksets bristling tallest analogues dourer environmentalists ropery transborder crepes homestretches",,"heller termers minify countys frisbees loveless outspokenly flivvers tryout brashly quem configurative overfurnishes ruddiest grillage","1924","1128","1910",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product513,"stiles","arthurian obligation orbed kaputt meltdowns freaky moderato promenading quells desperadoes delver dispossessory surfeits feaze programme expatiating impartibly airdropping catalyzed noneffervescent prepacks spondaics washingtonians details kingliest husbands carbolated preforming notions barkier landlessness tyrannically hostelries priapism mottlers zigzagged reducibly eugenists eftsoon ophidian congeed gleeman weeweed remodifies oaters baulking olympiads paupering hooting expounded hygienists escudos grog flukey waveys slier entities dekagram implanting pinner thatched convalesces garrisoned beddings reprobated nonvirulent unpredictability combed partaken skittles benes incidents displeased notating lugged majora hypothyroidism brashiest discussing deacons",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature34,"miscibilities unforgivably hungarians unbiased anointers","suspectedness widders renovates upsurges inviabilities adducting tawney startled attestant","unscrambling alliterates estradiol checkerboards proselyted negativeness",,,"1412","1030","1822",,"1003"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product514,"eradicated resonantly","niblicks hiccupped provider endplate metroliners limitations decomposing edger clubroots cordate immaterialness weekdays substituting jumped funning ponderously benzol fishwives anemometers demonian distillates wafting gynecologist defoamed jackstraws turndown coppersmith autolyze flapless hexad chains disowns descriers officiating chollas hypertonicity annealers lagoonal lugubrious lowlier intimidatory configured teamworks titer acidifying leafing imperviously seaboards antineutrino pelted doters piranas disarmament colorer dystrophies perambulations drearier lifeguards immensest outlast tarrier redistributes truer contouring circumcised photocopying heedfully reconsecration strolling nitpicks repowering stealthiness lounging bangkoks",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature72,"oaten ripplers reexported corvee asymmetrically clarifications besot herpetologic reviles gabardines trollopy orbitally nictation enslaving","billers gagger satieties telephoto categorizer bemired clacks taoists nasturtiums unavailing mannerisms superjets ghostier nonequivalent","catchier truculency farced",,,"750","149","355",,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Product360,"catalos","gratuitousness externally leukocytes mameys enhanced landmarks argentine uncorks tufty deliquescing avidness motortrucks measurements vicariousness lancets surfeiting reinfect iowans presbyters marquises allergen dated mortgaged replacers foetid containerizes overdue adamances nicknamed teashop dungarees faring singled kitschy syncopating kidder sugary unclench classical clumsiest files thane munificence alternations nipper dayside salerooms whereto wrappers marvelled hibiscus defecting japing disestablismentarianism capless deviants dissipates ramifying rooftops bunchily detoxicating fringes avoidances minarets embarrassments archdeacon peafowls spitballs fuels shames reinvestigating nates charring vulgarizers signifying composts latticed dimorphisms cuttlefishes",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer8/Producer8,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature47,"paints soleless enervators vacationist hatemongering wimpled trimotors blacktopping cumbrously nubby outperforming wriggled","mushrooming illuminative survivable ortolan rebuttals coastlines","recapitulate kingside erasers longhair reinstitution housemaids antes obligatorily lamellae restoratively",,"gypsums dimpling vermouths odourful hektares harsher automating oblongatae belittler rewarder renunciatory worsteds abdications","430","637","732",,"120"
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Product515,"streamlines disacknowledgements onuses","manholes autocade rowings soberness aggregated mumped pouncer semideserts capful nefariousness desires confusedly tutting appurtenances gunfighters bondmaid reservedness hyson instructions provence wingedly evades eternizing notification rapscallions empyreans conics triumphs garths overcharged bedgown castrati manoeuvreing reductionism succors bastings alaskans ligation mores overmans waddy venders bunged leaseholds reopener trains fuzziness taunted benching consents hepatic irradiates touchiness cascaras thiamines malls precisian pretended finishers overanalyzing certification medicates dustrags editorializer magmatic welsher weewees routing consignments xmas couped panga optometer chattered bunko izzards bundles sculled draining verified stows submersion mendicant straightening ephemerae schemers frothed personifications eyehole dodgy apatites clustered",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/dataFromProducer11/Producer11,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature21,"flipper heehaw plumier postelection amazonian roles testiest trickier tangiest grandeurs intertidal genitives","jitters waffles semens unsnapping naziism elfish parable currency underlining schmalzier mestizo swarthiness dueling maunderer","efficiencies charlady swellhead ratatat glims prophecies dozy photosensitized saprophagous cubism mnemic dandiest","enzymically kamikazes fancies manageress underpricing","relational mustier dejects rotors","433","1582","548","1388","621"
