subject,label,comment,type
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature584,"garcons","allopathy superlatively hushed doorways becalms adenose barehead catchment householders infuriation executes endorsers indefinitely surds remembers airbrush hazarded spinny aligner amusedly campanologists widowerhood monthlies scudded yowing radicalness packer foregoers exhausted mouther indwelling spiritlessly loosened freightage weakish legroom quilled",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature585,"misfortunes","sunshines hedgers gunnysack diagnostics algonquins license glancing wrongs informality latchstring presanctified preteen eyrir commemorates thermoplastic unprofitably canoeing handcuffed swindler kicker named ignitors surgers substations rebaptized megabytes sneezer biophysicists bras castanets fermentative proposes supervention hawkish loaned sevenths reroute dramatized refrains numskull eponym uncontrovertible trijets sheers timekeepers moussaka attracted participator bingo",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature586,"darkhaired bloodshedding","gleba caterwaul tensionless ascenders weevilly fabaceous nosebags storewide czarinas sassily freshener unquietest stymy mesozoa softness occupative sealable kung selfdom typhous personalty rawer raceme matrilinies fleeciest doxology dictaphones boccies hookedness accreting dilettanti braggarts vittle exurbs boohoo illegitimacies ocurred twitchers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature587,"spreadable livened","shakiness excogitating radioelement vivendi benumb outperforming briticism skycaps vol nonconformist colporteur carapaces eyestrain bushes jerkins clattered scil connecters jolters psyching ecologist besoms remarkers unsurveyed mires typhoons hants ossia foliates ladybugs dopy lichis puddles handicaps oscillographies spokeswoman timeserving clamours excels diminishments erythrocytes vestured lamasery popularity ravishingly fashions tokening gypsums biparted metabolites",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature588,"hemorrhoidectomy gamester","nosey refrigerated restrictionist interdistrict thrip determinism infatuating fluffs amish submarginal acridities candler satiably checkups wobbly enflamed achievement sneakily kinsmanship raining ciphered fulcrums sphinges colorings softies kinkajou oralities contraindicating lustiest snippets collocates adulterates cacaos furloughed dormouse",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature589,"raddled obituaries","characterless coalfish pied vamping bodyweight astrologically foregoers marabou dieters tuffets fairyism praxeological conks muzzling candidest parallelograms fungiform plaint quaggiest gests unclassified babbles drumming",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1410,"backs","sikhs groining ruthlessness lucratively bravers questioned funds contemptuously catechist jollier predestinating blandishers errantly swingier confectioners tentacles tubercular tricepses mewl acronyms rightism cheekbones kindlers giants",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1411,"nill aunthood pansophies","rampaged softs inbounds sensibler indorsor firehalls proponing lengths seedcases conclaves unrighteousness soldiering indescribabilities randomization rapidest whiptail lashes azores blain spotted cartoonists population",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1412,"sounders willable","skis taciturnities grubworm etherifies reembarked doused nonage guncotton monomanias quartets loxes estopping truces masers boardman galumphs knowns slumped bushwhacks starers pluralization districted impeachments moaning maculation misses cotyledonal immixes paramecium ductal snored tempura",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1413,"enterers peristaltically goldenest","materialistically carelessness midbrains misadjusts dismounted lamber ologies bluejay biophysiography blistering futures groundlings prestos geol adaptions directing aggressively retracts subschedule prospering portends gesturer grouchy fueling cuboid bougainvillaea priggishness chauffeurs commendable towaways concealable ortolan mulled samites trajectories secretness omissive peroration biographic",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1414,"murthered","trumping valuably paralytic hatchbacks airlifts unscrew flukiest bandied mutagenicity gabs widish squirrelled hydrator demonologies spiegels convincers accessions hessians caffeinic customhouses frontlets libelists curfewed proselytize cosmists securance evitable subeditors goldbricker gaud slinger dropsies biol doubling underdrawers chirrupy nils palpation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1415,"danseur petered oversleeps","portioner acclimation squinch bronzier unreally fettles seismometer mujik muggs dashes delved raptures amicability equivocation grecizes wagged garnisheed ricercars elaborating preferability ells brutalness strikeout zymology skeeters phantasmagorias hesitates overinflates quavered prostatic touchback excised waiving honeycombs dullest vibrances rediscovers buggering plutonism broadax zaps misapplied cumins reincorporate subfractions dourness bartisans fistula copycatted",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1416,"breakages","arranges exploding karakuls vacuoles particularize cosmogony aethers smoking tutorship deceleration tramelled loading clacks quickly curdles dissevering mw meseems rated alieners transfused pricer",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1417,"stentorian fomenting unpeople","roc unconsciousness presumably shipowner mopier usurper competence gouger risibly venerability depreciatively abruptly livers hypochondriacs marketers overstocked galloped wounding rebaptized felted azine apprehensible calligraphic chopstick backtracking indicating unloved retraining drafting characterize flopovers trochoids buffers proxima garroter gridlock vortical furbelows",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1418,"calendulas droves privies","defecters wingspans tattings cowier tonsillectomy garrets researched scapegoats interrogator oarsmanship shockers axlike honorless timers rainstorms generalizer kinks angoras overanalyzes obliviousness iraqi misaimed unhackneyed belligerently biostatistics gyrfalcons feller denigrator rejecting",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature590,"chitin cobs romanize","snippets unmans overcapitalize shorthanded gnotobiotically pertaining whirr scoundrelly accrued littlest chaps creditably overleaf invents amain electrotherapy vespers lins seafloor purposelessly flippantly prefixing creameries",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1419,"fumatory noneducable","piranas kissed uplinking bedchairs fidgets mowers annattos subindexes sleighers familiarities pouts inamorata outplayed unpretentiously reticules sawed itemizations nonconciliatory arsis badgered",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature591,"malingerers sapheads retracing","gessoes cleaving interagent hamlets wilier penuches poser fieldpiece kwacha cuckolding softballs economists disenchants cortin whoresons yummiest noisily elks neoplastic inconsiderateness portieres lather phosphates irreducibilities hived condemnations pattypans presences wizened fruiterer pommelled basify abattoir alaskas spiring depraves restriction unhealed subscribe threatful shacking chevrolets eyepoints gaily thereamong cloddier",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature592,"unperturbed camouflager pentadactyl","demonstrating derisions moveable stemming eclipses jowlier gimp pharisaical nankeens windlasses homemaker kirtles recooked pricker feudalism aborigines overdoes censorship dandling blabbermouth sedating journalism statists subventions suppliants undermining foreclosures coifs brevetted firearms misadd trompes hts thrower epigrammatically frowns foreigner lightmindedness bodkin",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature593,"homiletic rotifers urticaria","headnotes protectionism biffins pugged hungering surfer carpals prepaid yabber syphilitics cottoning timbale grapeshot clownishly speculative diazo guar kilovolts calcific carryovers torturedly girders kissers apartments lodestar integration tassels muffs icecap paralyzer disembodying astonishingly gonopores catapults mutters disappear serenest thiamins hemorrhaged resinous",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature594,"blends tactics platers","declaimer mayan bolsterers lazar contacts mainframe wurzel waking exploring apprehended springiest frypan korsakow pancaking mignonne dorms falsification pendulums macroscopically equipment sharpest nutrimental marbling nonclinically sartorially",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature595,"agglomeration pygmies","inchworms pockily wordlessly zeroed noninjurious regularity boars savvied obviation settlings checkpoints beetroots ulcers drachm kidskin ivories moderator casuistries antiparticle beebees clerkdom ambiguously massacres temblors",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature596,"fatalist twirp frequency","newly roisterous chopped spitting unceasing meeker lacily racehorses mississippians subdistricts avocados distraction banjoes prediction faker redistills moulter supportance adds wideners ammine burnouses birdbrains poorness marinades werewolf orogeny ambushment bobtailing sightliest treatment zillionths philomels nightstands gorgons foxgloves forensically pyritic incapacitator confused empiricists lusher",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature597,"tauts simplifiers druggists","glaceing barks vindictiveness subcategories tempered tuberous thumps maceraters dhotis impacted ukases portieres ozonator cislunar bowling groover emphasizes cichlid dirndls heretics enquired subprovinces camps profitableness heaped mummers tourists foxhounds divas maddest aims costively squalls noire vividness substantiations alcazar monstrosities biotins factorship",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature598,"vinculum","sibilation unprepared logarithms winterized sexists manifestoed tarmac salutatory bedwarf soaks hingers overfly antimatter alienage effaced incognitos automobilist gipper cuffless fashioners canaller overhands develope malting quirkiness wkly hodad early stuntedness unwieldier",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature599,"thinclad latins","semigraphic spartans lichened loiterer mestizas sheerly cluing presentability knaves pained restyling persisters vulgarized flashbacks encrypting feeling surplice innholder realignments trochee cowpuncher chintz graduating nonaffiliated presentable stuffier benchmarked administerings dynasts snippets dooryards soupier loans monorail rallyists foredoing defrauding barbershops unhand repellency dangerously jell phlegm",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1420,"ileal samurais","jabbering laminal dosses craal pledgeholder lilted conjugators knifed calcification superceded warhorses appallingly rigamarole renunciation inertly burials neguses phenotypes impeacher govt regrettably unresigned counterspies stratocumulus doilies paroxysms grump reoccupy blubberer pilous utilizable empowered cartographers zoologist uprears beacons",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1421,"restorativeness maximin","predefined loveliness seabird willingest erring merchantman cannabism stuporous lankily metaphysician molding undrinkable upholsteries nihils scooper invitees chants revivalism jocundity knothole handcrafting plans lumper depositors clammier petticoats engirded frontals heil ocherous reforests taupes abruptest servomechanisms",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1422,"reenforce seismicity","phantasmagoria skepsis catnaper disability overworking ironings assaulted scrawler correlations celeriac bloodfins smothers succotash hydrofoils reshaper collectively soaper murderers abstractions youngling armers divulgers silurian championships depraver oxes rapeseeds minx tetchy outers accrete ducked collectivized townie repels",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1423,"hysterectomizing windpipes","swankiest amens cougher rhythmics unimpressively costively ploying librettos rabidity missives roadways segments muds chads deputize cobaltic congaed scatological handshaking modally underdevelopment widows mutualities reaccuses solacing tumbleweeds reassembled nodded womanly spotless jerries unanswered zincy baldrick clawing dabbler frabjous calculation budgeters monocellular ambidextrously reformulates satirists drippings enhancements bargainee kilometers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1424,"waiving fiber","misnomers aeonian loch vinas sterilely conjunctive updates pubescence newsstands toolshed pressingness urds prostration coerces parallelism congruous stubbed portmanteaus reinspect abominating effectively fervours candelabrums naziism redrilled dehumidifying inappreciative fumes primuses gassed kraken uninvested elmiest hemodialysis chilies sugarplum oviparity intervocalic disparages sandbanks alleluia hatcher supplementally conservatorship canonist",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1425,"dadas reorientation","disintoxication contingents impeder leisureless sanctimoniously hyperventilation burnisher overbearing delicates magical scrubbing apologizer beefburgers keeled rectangles forebode canonizations snoutish cham gambias shootout",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1426,"headspring treaters isoclines","coldest dissimilarities unpeg verily disarraying stipulated unspecific simplifications chlorotic anodize stainless pursuable strangulates inserted modernity thrumming gouache blooping reforging stargazer wastages seining carbonizing sestinas fortunateness avoiding vocatively footnoted toyed gravitated cheapskate coxswain enfeoffment rejoin taunted serotype roominess biodegraded shrimped sweltered unsaturated ensues winterier",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1427,"enfeebled tendentious overdefensive","empaneled murker tremens enjoyably chivvied congratulations adoze bronzed distentions testified rocketing microprocessor perspicacity bateaux phantasmagorical hydration inefficiencies invalidates postboxes hypothermal disreputably pressrun buttonholer reoccurrence snowdrop desolation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature3600,"misdiagnose goslings shirrings","configuring councillorship wafers invasions chaffed forehead washstands hokum palomino excogitating radiotelegraphic expurgators hairworm philol clears placarding batwoman vedanta headquartered turner waviness tourmaline swagging melodizes encouragingly unclasp drylot predeceased matures reinterpreting deputed gracioso absinths reduplicated freakout assailment bellyfuls opting inassimilable",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature1428,"nonelection replanned","carnifying otologic assignations immunosuppressive cunt booziest workups renotification bordereau nearer adulating postcoital reaction grimaced holytide hasping belching capacitances oversell handsomer characteristics approximating breadbasket hebraist prowler tailspins tokenisms headworks misquoted realignment guava resins gipper obfuscating bosons rheumatogenic dilemmas firebrand mummying provisos expurgation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductFeature3601,"articular automating excoriations","grousing liens nonpigmented fornications noontides gabling snugness tooted mitigated dapping foolhardier artillerymen griffons oysterer commanders hags cremation vulgarian nonrealistic shist exaggerator gloominess hornswoggling",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductFeature
